ticker;empresa;cnpj;codigo_cvm;setor;segmento;sede;descricao
CSNA3;CIA SIDERURGICA NACIONAL;33.042.730/0001-04;18597.0;Siderurgia e Metalurgia;Siderurgia;Av. Brigadeiro Faria Lima, 3400, 19 andar, Itaim Bibi, SAO PAULO, SAO PAULO, 04.538-132 BR;A Companhia Siderurgica Nacional SA é uma empresa sediada no Brasil. Atua em cinco setores estratégicos da economia: Siderurgia, mineração, logística, cimento e energia. O setor siderúrgico da Companhia atua em toda a cadeia produtiva do aço, desde a extração de minério de ferro até a produção e venda de uma gama diversificada de produtos siderúrgicos, incluindo chapas revestidas, aço galvanizado, aço pré-pintado, chapas metálicas e produtos de aço longos (vergalhões e haste de arame). O setor mineiro é responsável pela exportação de minério de ferro. O setor do cimento é responsável pela produção do cimento. O setor logístico oferece serviços integrados de logística (rodoviário, ferroviário, portuário), enquanto o setor energético gerencia a Usina de Cogeração Térmica instalada nas siderúrgicas Presidente Vargas em Volta Redonda e as hidrelétricas de Itaand Igarapava.
"FESA3;FESA4";CIA FERRO LIGAS DA BAHIA – FERBASA;15.141.799/0001-03;;Siderurgia e Metalurgia;Siderurgia;Estrada de Santiago, s/n, Sede, Santiago, POJUCA, BAHIA, 48.120-000 BR;"A Companhia de Ferro Ligas da Bahia Ferbasa é uma empresa sediada no Brasil, principalmente envolvida na produção e comercialização de ferroligas. A Companhia divide seus negócios em dois segmentos principais: Ligas de Cromo, que se dedica à fabricação e comercialização de ferroligas de cromo de alto e baixo carbono, e Silício, que inclui operações relacionadas à produção de ferroligas de silício. Além disso, a Companhia está envolvida na mineração de cromita; fabricação e comercialização de cal viva e cal hidratada; reflorestamento e produção de carvão vegetal e aproveitamento econômico dos resíduos sólidos gerados no processo de produção de ferroligas, incluindo a fabricação e comercialização de escória britada. Em 31 de dezembro de 2011, as subsidiárias da Companhia incluíam Mineração Vale do Jacurici SA, Reflora - Reflorestadora e Agrícola SA, Indústria de Minerios Damacal Ltda e Silício de Alta Pureza da Bahia SA - Silbasa."
"GGBR3;GGBR4";GERDAU S.A.;33.611.500/0001-19;5363.0;Siderurgia e Metalurgia;Siderurgia;Avenida Doutora Ruth Cardoso, 8.501, 8 andar, Pinheiros, SAO PAULO, SAO PAULO, 05.425-070 BR;"A Gerdau SA é uma fabricante brasileira de produtos siderúrgicos. A empresa está envolvida na produção e comercialização de produtos siderúrgicos em geral, através de suas Usinas localizadas na Argentina, Brasil, Canadá, Colômbia, Estados Unidos, América, e outras. México, Peru, República Dominicana, Uruguai e Venezuela. O portfólio de produtos da empresa inclui aço bruto; produtos acabados para a indústria da construção civil, como vergalhões, barras de arame, formas estruturais, bobinas laminadas a quente e placas pesadas; produtos industriais acabados, como barras de aço laminadas comerciais, perfis leves e fios; produtos agrícolas, como estacas, arame liso e arame farpado; e itens de aço especiais. As atividades da Companhia incluem também operações de minas de minério de ferro localizadas no estado de Minas Gerais."
"GOAU3;GOAU4";METALÚRGICA GERDAU S.A.;92.690.783/0001-09;5282.0;Siderurgia e Metalurgia;Siderurgia;Avenida Doutora Ruth Cardoso, 8.501,8 andar, Pinheiros, SAO PAULO, SAO PAULO, 05.425-070 BR;A Metalúrgica Gerdau S.A., anteriormente Metalúrgica Hugo Gerdau S.A., é uma empresa brasileira que se dedica ao setor de produção de aço. A Empresa se concentra na fabricação de itens de aço longo e plano, essencialmente através do processo de fabricação em fornos elétricos, a partir de sucata de metal e ferro-gusa comprado, bem como na produção de aço a partir de minério de ferro em alto-forno e por redução direta. Suas atividades se dividem em quatro segmentos: Operações no Brasil, Operações na América do Norte, Operações na América Latina e Unidade de aço especial. Seus produtos são distribuídos em diversos setores, como da construção civil, agricultura e indústria automotiva, e a Empresa opera fábricas no Brasil, Argentina, Chile, Colômbia, México, Peru, Venezuela, Estados Unidos, Canadá, Espanha e Índia, entre outros.
"HAGA3;HAGA4";HAGA S.A. INDÚSTRIA E COMERCIO;30.540.991/0001-66;;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;Avenida Engenheiro Hans Gaiser, 26,Predio, Centro, NOVA FRIBURGO, RIO DE JANEIRO, 28.605-220 BR;A Haga SA Indústria e Comércio é uma empresa sediada no Brasil que se dedica principalmente à fabricação de artigos de ferro e metal. A empresa dedica-se à produção, comercialização e exportação de fechaduras, chaves, dobradiças e cadeados para o sector da construção, bem como para a indústria naval, industrial e moveleira. A Haga vende seus produtos sob a marca Haga. Os produtos da Empresa estão organizados em várias linhas, como Design, Inox, Futura, Classic, Standard e Colonial, entre outras. A Companhia possui seu parque fabril na cidade de Nova Friburgo, localizada no estado do Rio de Janeiro. Em 31 de dezembro de 2011, sua subsidiária era Fullmetal Industria e Comercio SA. Em 19 de março de 2012, o processo de liquidação da Companhia foi encerrado e todas as obrigações foram declaradas extintas.
"MGEL3;MGEL4";MANGELS INDUSTRIAL S.A.;61.065.298/0001-02;;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;Rodovia Fernao Dias, Km 755,6, Distrito Industrial, Tres Coracoes, MINAS GERAIS, 37.418-760 BR;A MANGELS INDUSTRIAL S.A. é uma empresa brasileira dedicada à fabricação de produtos metálicos. A Empresa divide seus negócios em quatro segmentos: Aço, Rodas, Cilindros e Galvanização. No segmento Aço, a Empresa atua na produção de tiras de aço e peças estampadas para os setores automotivo, de eletrodomésticos e de engenharia civil, entre outros. No segmento Rodas, produz rodas de alumínio para fabricantes de componentes automotivos. No segmento Cilindros, a Mangels atua na produção de cilindros para gás liquefeito de petróleo (GLP), ar comprimido e tanques de combustível para caminhões e ônibus. No segmento Galvanização, atua sobretudo na produção de muretas de proteção de rodovias e pisos industriais, bem como na prestação de serviços de galvanização por imersão a quente de peças de aço. Em 1.º de novembro de 2013 a Empresa entrou com um pedido de falência junto ao Distrito da Capital do Estado de São Paulo.
"PATI3;PATI4";PANATLANTICA S.A.;92.693.019/0001-89;;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;Rua Rudolfo Vontobel, 600, Distrito Industrial, GRAVATAI, RIO GRANDE DO SUL, 94.045-405 BR;A PANATLÂNTICA S.A. é uma empresa brasileira envolvida na indústria siderúrgica. A Empresa está envolvida na produção, comércio, importação, exportação e processamento de aço e outros metais. Os produtos da Empresa incluem bobinas laminadas a frio, fitas para embalagem, chapas e bobinas, blanks, tiras de fenda e perfis, entre outros. Além disso, a Empresa fornece serviços de corte de aço por meio de dois processos diferentes: corte longitudinal, que corta o aço com tesoura rotativa para formar bobinas, e corte transversal, que corta em chapas planas. A Empresa opera por meio de uma unidade industrial localizada em Glorinha, no estado brasileiro do Rio Grande do Sul. Em 31 de dezembro de 2011, a Empresa possuía duas subsidiárias: Panatlantica Catarinense SA e Tubospan SA. Em 26 de agosto de 2013, a Empresa firmou contrato para a aquisição da Atkore International Indústria e Comércio de Aço e Materiais Elétricos Ltda.
PMAM3;PARANAPANEMA S.A.;60.398.369/0004-79;;Siderurgia e Metalurgia;Artefatos de Cobre;Rua Felipe Camarao, 500, Bairro Utinga, SANTO ANDRE, SAO PAULO, 09.220-580 BR;Paranapanema SA em Recuperacao Judicial, anteriormente Paranapanema SA Mineracao Industria e Construcao é uma empresa brasileira que atua no segmento de cobre. A empresa é um produtor não integrado de cobre refinado, vergalhões, fios estirados, laminados, barras, tubos, conexões e ligas de cobre. A Paranapanema possui um segmento operacional, que é o cobre. A Companhia possui quatro plantas industriais, uma delas, localizada em Dias d'Avila, estado da Bahia, produz cobre refinado.
"TKNO3;TKNO4";TEKNO S.A. – INDÚSTRIA E COMÉRCIO;33.467.572/0001-34;;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;Rua Alfredo Mario Pizzotti, 51, 4 andar, Vila Guilerme, SAO PAULO, SAO PAULO, 02.060-040 BR;"A Tekno S.A. - Indústria e Comércio é uma empresa brasileira envolvida na produção e venda de tintas para itens de metal. Ela oferece diferentes tipos de tintas, tais como poliéster, poliuretano, vinil, epóxi, poliamida, anti-impressões digitais e Kynar, bem como laminados de filme, incluindo cloreto de polivinil (PVC), poliéster, fluoreto de polivinil (PVF) e reflexivo. Ela contava com duas subsidiárias: A Tekrom Transportes Representações e Montagens Ltda., que presta serviços de transporte de mercadorias para a Empresa, e a Profinish Indústria e Comércio de Produtos Químicos Ltda., que fabrica produtos químicos para tratamento de superfície de metais e plásticos. Por meio de suas afiliadas, a Tekno é ativa na fabricação e venda de produtos laminados, bem como na produção e venda de telhas de aço. Em 22 de julho de 2013, adquiriu uma participação de 41% na Alucoil do Brasil SA Indústria e Comércio; como resultado da operação, ela detém uma participação de 90% na Alucoil do Brasil SA Indústria e Comércio."
"USIM3;USIM5;USIM6";USINAS SID DE MINAS GERAIS S.A. – USIMINAS ;60.894.730/0001-05;7898.0;Siderurgia e Metalurgia;Siderurgia;Avenida do Contorno, 6.594, Savassi, BELO HORIZONTE, MINAS GERAIS, 30.110-044 BR;As Usinas Siderúrgicas de Minas Gerais SA USIMINAS e suas subsidiárias, sociedades controladas em conjunto e coligadas têm por objeto a siderurgia e outras atividades relacionadas. As atividades da Companhia incluem extração de minério de ferro, transformação do aço, produção de bens de capital e logística. Atua em quatro segmentos: Siderurgia, Mineração e Logística, Transformação do Aço e Bens de Capital. Produz e comercializa diversos produtos e matérias-primas, como aços planos, minério de ferro, peças estampadas de aço para a indústria automotiva e produtos para a construção civil e a indústria de bens de capital. Presta serviços de transferência de tecnologia na atividade siderúrgica, na gestão de projetos e prestação de serviços na área da construção civil e indústria de bens de capital, transporte rodoviário de aços planos, galvanização a quente de aços, texturização e cilindros de cromo. Possui mais de duas usinas siderúrgicas no Brasil localizadas nas cidades de Ipatinga, Estado de Minas Gerais, e de Cubatão, Estado de São Paulo.
"ALPA3;ALPA4";ALPARGATAS S.A.;61.079.117/0001-05;61079.0;Tecidos, Vestuário e Calçados;Calçados;Av. das Nacoes Unidas, 14261, Ala A, 10o andar, Vila Gertrudes, SAO PAULO, SAO PAULO, 04.794-000 BR;"Alpargatas SA, anteriormente São Paulo Alpargatas SA, é uma empresa brasileira que atua na produção de calçados, vestuário e artigos esportivos. A Companhia fabrica e vende calçados e seus componentes, roupas e produtos têxteis. O portfólio de marcas da empresa inclui Havaianas, fabricando chinelos em vários designs e cores; Osklen, uma marca de moda que oferece roupas masculinas e femininas, sapatos e acessórios, como bolsas e óculos de sol, e Dupe, fabricante de sandálias que usa a tecnologia HXP Gel que proporciona mais conforto e suavidade aos pés dos consumidores. A empresa está presente em todo o mundo, incluindo Colômbia, Hong Kong, Londres, Lisboa e São Paulo."
CAMB3;CAMBUCI S.A.;61.088.894/0001-08;61088.0;Tecidos, Vestuário e Calçados;Calçados;Avenida Getulio Vargas, 930,Escritorio, Marmeleiro, SAO PAULO, SAO PAULO, 18.130-430 BR;A Cambuci S.A é uma empresa brasileira dedicada à fabricação e venda de vestuário e equipamentos esportivos. Os produtos da Empresa são negociados sob a marca Penalty e eles são divididos em cinco principais linhas de produtos: Profissional, Especial, Casual, Equipes e Infanto-juvenil. Seus produtos incluem bolas, calçados e vestuário para vários esportes, como corrida, futebol, voleibol, basquetebol, handebol, rúgbi e futebol de praia. Em 31 de dezembro de 2011, as subsidiárias da Empresa incluíam a Latinline, a Penalty Argentina SA, a Cambuci Trust SA, a Penalty Chile, a Impar Paraguay, a Era Sports Ltda., a Cambuci Importadora Ltda., a Impar Sports Ltda. e a Penalty Iberia.
"CATA3;CATA4";CIA INDUSTRIAL CATAGUASES;19.526.748/0001-50;;Tecidos, Vestuário e Calçados;Fios e Tecidos;Praca Jose Inacio Peixoto,28, Vila Tereza, CATAGUASES, MINAS GERAIS, 36.772-900 BR;A Companhia Industrial Cataguases é uma empresa brasileira envolvida na indústria têxtil. A Empresa atua principalmente na produção, venda, importação e exportação de fios e tecidos. A Empresa utiliza algodão para a produção de tecidos. Ela atua tanto no mercado nacional quanto internacional. Em 31 de dezembro de 2011, a Empresa detinha 99,95% de participação na Domínio Imobiliária Empreendimentos e Participações Ltda., que atua no setor imobiliário.
"CEDO3;CEDO4";COMPANHIA FIAÇÃO TECIDOS CEDRO CACHOEIRA;17.245.234/0001-00;;Tecidos, Vestuário e Calçados;Fios e Tecidos;Rua Paraiba, 330, 9 Andar, Funcionarios, BELO HORIZONTE, MINAS GERAIS, 30.130-917 BR;A Companhia de Fiacao e Tecidos Cedro Cachoeira é uma empresa brasileira atuante na indústria têxtil. A empresa é fabricante de produtos de vestuário, incluindo uniformes profissionais, acessórios e equipamentos de proteção individual (EPI), destinados à segurança no trabalho. A Companhia de Fiacao e Tecidos Cedro Cachoeira é produtora de jeans, denim e tecidos para os segmentos Jeanswer e Workwear. A Companhia realiza suas atividades por meio de suas três fábricas localizadas no Estado de Minas Gerais e de um Centro de Distribuição de Produtos, na cidade de Contagem, bem como por meio de uma subsidiária - Companhia de Fiacao e Tecidos Santo Antonio, uma indústria têxtil instalada em Pirapora, Minas Gerais.
"CTKA3;CTKA4";KARSTEN S.A.;82.640.558/0001-04;;Tecidos, Vestuário e Calçados;Fios e Tecidos;Rua Johann Karsten, n 260, Testo Salto, BLUMENAU, SANTA CATARINA, 89.074-700 BR;A Karsten SA, antiga Companhia Textil Karsten, é uma empresa com sede no Brasil que atua na indústria têxtil. A empresa fabrica e vende produtos têxteis para o lar. O portfólio de produtos da Companhia inclui lençóis de algodão, roupões de banho, toalhas, roupas de mesa e estofados, entre outros. A empresa oferece seus produtos sob a marca Karsten. Divide o seu negócio em cinco segmentos: decoração, bordados, mesa, banho e cama. Em 31 de dezembro de 2011, a Companhia possuía várias subsidiárias, incluindo Karsten Nordeste Industria Textil Ltda, Karsten Comércio e Serviços de Distribuição Ltda, Karsten America Corporation, Karsten Europa GmbH, Romaria Empreendimentos Ltda e Romaria Empreendimentos Ltda.
"CTNM3;CTNM4";CIA TECIDOS NORTE DE MINAS – COTEMINAS;22.677.520/0001-76;;Tecidos, Vestuário e Calçados;Fios e Tecidos;Avenida Lincoln Alves Dos Santos,955, Distrito Industrial, MONTES CLAROS, MINAS GERAIS, 39.404-005 BR;Companhia de Tecidos Norte de Minas - COTEMINAS é uma empresa brasileira que se dedica principalmente à indústria têxtil. A Empresa está envolvida na produção, comercialização, importação e exportação de fios e tecidos. Por meio da subsidiária SPRINGS GLOBAL PARTICIPAÇÕES S.A., a Empresa atua na produção de artigos de cama e banho, bem como no varejo de produtos têxteis para uso doméstico sob a marca Artex. Por intermédio da subsidiária Oxford Comércio e Participações SA, ela também está envolvida na fabricação e comercialização de tecidos, que são utilizados principalmente em produtos de vestuário, incluindo roupas esportivas, uniformes profissionais e equipamentos de proteção individual (EPI). Em 19 de abril de 2012, a WEMBLEY SOCIEDADE ANÔNIMA era a principal acionista da Empresa, com 22,03% do total das ações.
"CTSA3;CTSA4";CIA TECIDOS SANTANENSE;21.255.567/0001-89;;Tecidos, Vestuário e Calçados;Fios e Tecidos;Avenida Osmane Barbosa,1235, Jk, MONTES CLAROS, MINAS GERAIS, 39.404-006 BR;A COMPANHIA TECIDOS SANTANENSE é uma empresa brasileira que atua na indústria têxtil. A Empresa está envolvida na fiação, tecelagem e acabamento de tecidos, que são principalmente utilizados em artigos de vestuário. Ela também atua na fabricação de uniformes profissionais e equipamentos de proteção individual (EPI). A Empresa vende seus produtos sob várias marcas, incluindo WorkLand - Texwear Solutions, Confecções TopFire Santanense e Confecções Qualificadas Santanense. Ela tem três unidades industriais no estado de Minas Gerais, localizadas na cidade de Montes Claros, Pará de Minas e Itaúna. A Empresa distribui seus produtos no Brasil, Argentina e Estados Unidos, entre outros. Em 31 de dezembro de 2011, a subsidiária da Empresa era a Santanense Argentina SA.
"DOHL3;DOHL4";DOHLER S.A.;84.683.408/0001-03;;Tecidos, Vestuário e Calçados;Fios e Tecidos;Rua Arno Waldemar Dohler, 145, Zona Indl. Norte, JOINVILLE, SANTA CATARINA, 89.219-902 BR;A Döhler S/A., anteriormente Döhler S/A. Comércio e Indústria, é uma empresa brasileira que atua na indústria têxtil. A Empresa atua na fabricação e comercialização de algodão, tecidos artificiais, sintéticos ou mistos para uso doméstico ou industrial. O portfólio de produtos da Empresa inclui diversos produtos têxteis para o lar, como roupa de cama, louça, utensílios de cozinha, toalhas, roupões, cortinas e tapetes de banho, além de produtos para fins industriais: tecidos para persianas, colchões e impressão digital. Além disso, através do segmento Linhas de serviço, a Empresa oferece produtos têxteis para segmentos profissionais: hotéis, motéis, hospitais e clínicas. Em 31 de dezembro de 2011, as subsidiárias da Empresa eram a Comfio Companhia Catarinense de Fiação e a Dohler USA Inc.
GRND3;GRENDENE S.A.;89.850.341/0001-60;89850.0;Tecidos, Vestuário e Calçados;Calçados;Avenida Pimentel Gomes 214, Expectativa, SOBRAL, CEARA, 62.040-125 BR;A GRENDENE S.A. é uma empresa no Brasil, que atua principalmente na produção e venda de calçados sintéticos para mercados nacionais e estrangeiros. As atividades da empresa são divididas em dois segmentos de negócios: calçados e móveis. A divisão de calçados desenvolve, fabrica, distribui e vende sapatos para vários usos e para todas as classes sociais, nos segmentos de mercado de massa masculino, feminino e infantil. O seu portfólio de marcas inclui Rider, Ipanema, Zaxi, Grendha, Grendene Kids e Melissa, dentre outros. A divisão de móveis concentra-se na venda, importação e exportação de móveis e suplementos feitos de plástico. A empresa comercializa seus produtos por meio de representantes comerciais, distribuidores e exportação direta. Ela opera diversas fábricas no Brasil. Controla a Grendene Argentina S.A., a MHL Calçados Ltda. e a Grendene USA Inc, dentre outras.
MNDL3;MUNDIAL S.A. – PRODUTOS DE CONSUMO;88.610.191/0001-54;;Tecidos, Vestuário e Calçados;Acessórios;Rua do Paraiso, 148,14 andar Cj 142, Paraiso, SAO PAULO, SAO PAULO, 04.103-000 BR;A Mundial S.A. - Produtos de Consumo, anteriormente Eberle S.A., é uma empresa brasileira que se dedica essencialmente à fabricação de artigos de vestuário e produtos de higiene pessoal. A Empresa divide seus negócios em quatro segmentos: Cuidados especiais, Moda, Syllent e Outras empresas. No segmento Cuidados especiais, atua na fabricação e distribuição de produtos de cuidados pessoais e manicure, incluindo esmaltes, cortadores de unha, navalhas para cabelos e pincéis para maquiagem, entre outros. No segmento Moda, atua sobretudo na produção e venda de itens metálicos e plásticos para roupas e calçados. No segmento Syllent, a Empresa atua na fabricação e comercialização de bombas d'água. No segmento Outras empresas, atua na fabricação e comercialização de facas de cozinha, cutelaria e louças para uso geral, bem como na produção e venda de artigos para artesanato profissional, como tesouras.
"PTNT3;PTNT4";PETTENATI S.A. INDÚSTRIA TÊXTIL;88.613.658/0001-10;;Tecidos, Vestuário e Calçados;Fios e Tecidos;Rod Rsc 453, S/N,Km 2,4, Distrito Industrial, CAXIAS DO SUL, RIO GRANDE DO SUL, 95.010-550 BR;A Pettenati S.A. Indústria Têxtil é uma empresa brasileira envolvida na indústria têxtil. A Empresa atua principalmente na fabricação, comercialização e exportação de tecidos acabados de malha e artigos de vestuário. Seu portfólio inclui uma gama de tecidos tingidos e estampados. As linhas de produtos da Empresa incluem Softs, Plushs, Meia Malha, Viscose e Linhas Esportivas, entre outros. A produção de tecidos da Empresa é realizada em duas fábricas, uma localizada em Caxias do Sul, no Rio Grande do Sul, e outra em El Salvador. A Empresa também opera uma unidade industrial em Caxias do Sul, Brasil, que atua na fabricação de produtos de vestuário. Em 30 de junho de 2012, ela detinha uma participação de 70,20% na Pettenati Centro America SA de CV.
SGPS3;SPRINGS GLOBAL PARTICIPAÇÕES S.A.;07.718.269/0001-57;;Tecidos, Vestuário e Calçados;Fios e Tecidos;Av. Lincoln Alves dos Santos, 955, Distrito Industrial, MONTES CLAROS, MINAS GERAIS, 39.404-005 BR;"A SPRINGS Global Participações SA em Recuperacao Judicial é uma holding brasileira que atua na indústria têxtil. Através de suas subsidiárias, a empresa integrou verticalmente a produção de seus produtos, desde fiação, tecelagem, preparação, tingimento, impressão, acabamento e costura, com fábricas no Brasil (nove unidades) e Argentina (uma unidade). No Brasil, as principais marcas comercializadas pela Springs Global são a Santista, que é vendida tanto por atacado quanto por varejo online; a Artex, que atende canais de distribuição por atacado e varejo; e a MMartan e a Casa Moyses, que são vendidas exclusivamente em lojas de varejo de marca única. No mercado argentino, a empresa tem as marcas Palette, Arco-iris e Fantasia."
TECN3;TECHNOS S.A.;09.295.063/0001-97;;Tecidos, Vestuário e Calçados;Acessórios;Avenida Das Americas, 4200 - Bloco 5 - 6 Andar, Barra Da Tijuca, RIO DE JANEIRO, RIO DE JANEIRO, 22.640-907 BR;A TECHNOS S.A., anteriormente GMT Participações S.A., é uma empresa brasileira que se dedica à fabricação e comercialização de relógios. Através de sua subsidiária Technos da Amazônia Indústria e Comércio S.A., a empresa produz e vende relógios sob as marcas Technos e Mariner. Também possui uma licença para fabricação de relógios de pulso sob as marcas Mormaii, Seiko e Euro. A empresa opera uma fábrica industrial localizada na Zona Franca de Manaus, no estado brasileiro do Amazonas. A TECHNOS S.A. distribui seus produtos no Brasil por meio de uma rede de lojas e centros de serviço. Em 31 de dezembro de 2011, o acionista majoritário da empresa era o Fundo de Investimento e Participações GMT, que detinha uma participação de 58,38% na TECHNOS S.A.
TFCO4;TRACK & FIELDS CO S.A.;59.418.806/0001-47;;Tecidos, Vestuário e Calçados;Vestuário;Rua Cipriano Barata 456 3 andar, Ipiranga, OSASCO, SAO PAULO, 04.205-000 BR;Track & Field SA Co, anteriormente Fratex Industria e Comercio Ltda é uma empresa brasileira com atividades no setor de vestuário. A Companhia atua em um segmento de negócios, que está subdividido em: Varejo, Bens para Franquias, Royalties e Eventos. O portfólio da Track & Field inclui coleções com vestuário atlético, estilo de vida, roupa de praia, calçado e acessórios. Os produtos da Track&Field são vendidos exclusivamente em lojas físicas (mais de 350 lojas) e através de plataformas de e-commerce. A oferta da Companhia também inclui a plataforma TFSports, que oferece aulas gratuitas e corridas online. Track & Field SA Co participa ativamente em todo o processo de produção através do desenvolvimento de peças, pilotagem, compra de materiais, auditoria, controle de qualidade, e visitas técnicas.
"TXRX3;TXRX4";TÊXTIL RENAUXVIEW S.A.;82.982.075/0001-80;;Tecidos, Vestuário e Calçados;Fios e Tecidos;Rua do Centenario, 215, Casa, Centro, BRUSQUE, SANTA CATARINA, 88.351-020 BR;A Textil RenauxView S/A, anteriormente Industrias Texteis Renaux S/A, é uma empresa brasileira que atua no setor têxtil, com foco na produção de tecidos planos e fios para vestuário. A empresa é fornecedora de tecidos para a indústria da moda como algodão, viscose, linho, cânhamo, tecidos refiberizados, bem como tecidos com diferentes misturas dessas fibras. Os artigos da Textil RenauxView são distribuídos em quatro linhas de produtos: Fios tingidos, impressos, Jacquard e de cor única (simples). A coleção da Companhia inclui Cristalina, Essencia, Banzar, Alma e Premium. A Companhia também atua por meio de uma subsidiária, a Renauxview Ltda, que presta serviços de assessoria financeira e controle à Textil RenauxView S/A.
VIVA3;VIVARA PARTICIPAÇÕES S.A.;33.839.910/0001-11;;Tecidos, Vestuário e Calçados;Acessórios;Rua Arquiteto Olavo Redig de Campos, 105 -15 andar, Chacara Santo Antonio, Sao Paulo, SAO PAULO, 04.709-000 BR;A Vivara Participações SA é uma holding sediada no Brasil que atua em vários estados do Brasil, através de inúmeras subsidiárias. No entanto, as operações da Companhia são centralizadas principalmente no estado de São Paulo. A empresa desenvolveu um portfólio de marcas, incluindo Vivara, Life by Vivara, Vivara Watches, Vivara Fragrâncias, Vivara, Vivara, e Vivara Acessórios. Essas marcas se concentram em produtos como joias de ouro, joias de prata, relógios e acessórios. A empresa possui um modelo de negócios verticalmente integrado, desde a criação e design até a produção, estratégia de marketing, distribuição (omni-channel) e marketing. A Companhia possui um segmento operacional chamado varejo, composto por vendas de produtos através de suas lojas físicas e plataformas online.
VULC3;VULCABRAS S.A.;50.926.955/0001-42;50926.0;Tecidos, Vestuário e Calçados;Calçados;Av. Antonio Frederico Ozanan, 1440, Da Grama, JUNDIAI, SAO PAULO, 13.219-001 BR;Vulcabras S/A, antiga Vulcabras Azaleia S/A é uma empresa brasileira de calçados, especializada em calçados esportivos. A Companhia se reporta como um segmento operacional: Produção e comercialização de calçados esportivos. A Vulcabras opera principalmente através das marcas Olympikus, Under Armour, Mizuno e Botas Vulcabras. A Olympikus tem um amplo portfólio de produtos, com mais de 100 novos modelos e 150 itens de vestuário todos os anos. A Under Armour é uma marca global, fornecedora de vestuário, calçado e acessórios focados no desporto. Mizuno é uma marca japonesa que oferece aos atletas tecnologia avançada, fornecendo uma linha completa de produtos em várias modalidades, enquanto a Botas Vulcabras é fabricante de calçados para o setor industrial. Os produtos são feitos em duas fábricas modernas localizadas na região Nordeste, em Horizonte, Estado do Ceará e Itapetinga, estado da Bahia.
DESK3;DESKTOP – SIGMANET COMUNICAÇÃO MULTIMÍDIA S.A.;08.170.849/0001-15;8170.0;Telecomunicações;Telecomunicações;Estrada Municipal Teodor Condiev, 970 13o andar, Jardim Marchissolo, Sumare, SAO PAULO, 13.171-105 BR;Desktop SA, Formely Desktop - Sigmanet Comunicacao Multimidia SA é uma empresa brasileira que opera uma plataforma de provedor de serviços de Internet (ISP). A empresa atua principalmente no mercado de serviços de Internet de banda larga com tecnologia de fibra ótica de alta velocidade direcionada para clientes individuais. A Desktop SA opera mais de 16000 quilômetros de redes de fibra e tem clientes ativos em 53 cidades do interior do Estado de São Paulo. Um dos objetivos da Empresa é democratizar o acesso à Internet, servindo tanto locais grandes como pequenos. A Desktop SA tem várias subsidiárias, incluindo Desktop Internet Ltda, Netion Solucoes em Internet via Radio SA, Netstyle Internet SA e Netstyle Comercio de Equipamentos de Informatica LTDA.
FIQE3;UNIFIQUE TELECOMUNICAÇÕES S.A.;02.255.187/0001-08;;Telecomunicações;Telecomunicações;Rua Duque de Caxias, n 831, Centro, Timbo, SANTA CATARINA, 89.120-000 BR;Unifique Telecomunicacoes SA, anteriormente TPA Telecomunicacoes Ltda é uma empresa sediada no Brasil. As atividades da Companhia são realizadas através de um segmento operacional: Prestação de serviços de telecomunicações. A Unifique é uma fornecedora de serviços como fibra de Internet, negócios de Wi-FI, telefonia fixa, telefonia móvel e data center. A estrutura da Companhia é construída com base em parâmetros de Data Center Definido por Software (SDDC), proporcionando autonomia e gerenciamento dos recursos contratados na nuvem pelos clientes da Companhia. Cada nuvem tem suporte crítico da camada Hardware à Software. A rede da Unifique chega às principais cidades dos estados de Santa Catarina e Rio Grande do Sul com múltiplas rotas de tráfego para São Paulo, onde se realiza a interconexão com as redes globais de computadores em todo o mundo.
"OIBR3;OIBR4";OI S.A.;76.535.764/0001-43;;Telecomunicações;Telecomunicações;Rua do Lavradio, 71,2 andar, Centro, RIO DE JANEIRO, RIO DE JANEIRO, 20.230-070 BR;A Oi é uma empresa brasileira de telecomunicações, nascida da privatização da Telebrás, que oferecia serviços de telefonia fixa, móvel, banda larga e TV por assinatura, focando na expansão de fibra ótica e soluções digitais para clientes residenciais e corporativos (B2B), mas enfrentou uma grande recuperação judicial e a venda de seus ativos móveis, focando agora em fibra e serviços corporativos (Oi Soluções), sendo mantenedora do Instituto Futuros para ações sociais e culturais
